,County,State,lat,lng
3005,Augusta County, Virginia,38.2,-79.25
3006,Cumberland County, Virginia,34.95,-78.75
3007,Dickenson County, Virginia,37.09,-82.35
3008,Goochland County, Virginia,37.74,-77.97
3009,Halifax County, Virginia,36.26,-77.61
3010,Loudoun County, Virginia,39.08,-77.65
3011,Madison County, Virginia,38.9,-89.93
3012,Prince William County, Virginia,38.78,-77.61
3013,Roanoke County, Virginia,37.25,-80.12
3014,Southampton County, Virginia,36.68,-77.1
3015,Highland County, Virginia,39.22,-83.51
3016,Brunswick County, Virginia,34.03,-78.2
3017,Caroline County, Virginia,38.04,-77.29
3018,Gloucester County, Virginia,39.71,-75.11
3019,Northampton County, Virginia,40.77,-75.29
3020,Patrick County, Virginia,36.69,-80.32
3021,Powhatan County, Virginia,37.56,-77.88
3022,Rockbridge County, Virginia,37.81,-79.52
3023,Shenandoah County, Virginia,38.84,-78.57
3024,Fauquier County, Virginia,38.72,-77.79
3025,Harrison County, West Virginia,30.43,-89.02
3026,Ohio County, West Virginia,37.51,-86.82
3027,Ritchie County, West Virginia,39.18,-81.03
3028,Calhoun County, West Virginia,42.21,-85.02
3029,Morgan County, West Virginia,41.06,-111.62
3030,Lincoln County, West Virginia,35.46,-81.21
3031,Raleigh County, West Virginia,37.74,-81.25
3032,Braxton County, West Virginia,38.7,-80.72
3033,Putnam County, West Virginia,41.44,-73.79
3034,Barbour County, West Virginia,31.82,-85.35
3035,Boone County, West Virginia,38.99,-84.73
3036,McDowell County, West Virginia,35.7,-82.08
3037,Wayne County, West Virginia,42.28,-83.34
3038,Wyoming County, West Virginia,42.64,-78.2
3039,Jackson County, West Virginia,38.99,-94.32
3040,Mercer County, West Virginia,40.3,-74.73
3041,Upshur County, West Virginia,32.71,-94.98
3042,Webster County, West Virginia,42.4,-94.15
3043,Berkeley County, West Virginia,33.13,-80.01
3044,Fayette County, West Virginia,33.45,-84.48
3045,Grant County, West Virginia,47.2,-119.37
3046,Hampshire County, West Virginia,42.35,-72.66
3047,Summers County, West Virginia,37.58,-80.85
3048,Brooke County, West Virginia,40.27,-80.57
3049,Doddridge County, West Virginia,39.24,-80.68
3050,Greenbrier County, West Virginia,38.02,-80.54
3051,Hardy County, West Virginia,39.04,-78.93
3052,Marion County, West Virginia,44.84,-122.59
3053,Mineral County, West Virginia,37.66,-107.01
3054,Mingo County, West Virginia,37.76,-82.17
3055,Hancock County, West Virginia,39.82,-85.85
3056,Lewis County, West Virginia,46.62,-122.46
3057,Marshall County, West Virginia,34.37,-86.34
3058,Nicholas County, West Virginia,38.33,-80.77
3059,Pocahontas County, West Virginia,38.31,-80.01
3060,Tucker County, West Virginia,39.11,-79.65
3061,Tyler County, West Virginia,30.73,-94.32
3062,Randolph County, West Virginia,35.74,-79.83
3063,Roane County, West Virginia,35.84,-84.56
3064,Taylor County, West Virginia,32.25,-99.81
3065,Wirt County, West Virginia,39.04,-81.38
3066,Wood County, West Virginia,44.47,-90.07
3067,Clay County, West Virginia,29.99,-81.78
3068,Gilmer County, West Virginia,34.69,-84.48
3069,Mason County, West Virginia,47.43,-123.2
3070,Monongalia County, West Virginia,39.67,-79.96
3071,Monroe County, West Virginia,43.28,-77.75
3072,Pleasants County, West Virginia,39.38,-81.14
3073,Wetzel County, West Virginia,39.57,-80.68
3074,Cabell County, West Virginia,38.44,-82.26
3075,Jefferson County, West Virginia,39.58,-105.27
3076,Kanawha County, West Virginia,38.26,-81.43
3077,Logan County, West Virginia,40.39,-83.85
3078,Pendleton County, West Virginia,38.73,-84.4
3079,Preston County, West Virginia,39.44,-79.65
3080,Okanogan County, Washington,48.59,-119.65
3081,Kittitas County, Washington,47.17,-120.93
3082,Thurston County, Washington,46.86,-122.77
3083,Benton County, Washington,46.32,-119.5
3084,Columbia County, Washington,33.51,-82.26
3085,Clark County, Washington,36.08,-115.09
3086,Asotin County, Washington,46.15,-117.21
3087,Adams County, Washington,39.84,-104.19
3088,Garfield County, Washington,39.66,-107.76
3089,Mason County, Washington,47.43,-123.2
3090,Skagit County, Washington,48.42,-121.71
3091,Stevens County, Washington,48.46,-117.91
3092,Spokane County, Washington,47.66,-117.42
3093,Lincoln County, Washington,35.46,-81.21
3094,Chelan County, Washington,47.94,-120.67
3095,Jefferson County, Washington,39.58,-105.27
3096,Kitsap County, Washington,47.65,-122.64
3097,King County, Washington,47.55,-121.98
3098,Pacific County, Washington,46.52,-123.83
3099,Pend Oreille County, Washington,48.44,-117.32
3100,San Juan County, Washington,48.61,-122.96
3101,Skamania County, Washington,45.94,-121.9
3102,Whitman County, Washington,46.84,-117.59
3103,Yakima County, Washington,46.54,-120.76
3104,Clallam County, Washington,48.04,-124.02
3105,Cowlitz County, Washington,46.17,-122.77
3106,Ferry County, Washington,48.47,-118.5
3107,Klickitat County, Washington,45.89,-120.97
3108,Lewis County, Washington,46.62,-122.46
3109,Douglas County, Washington,39.26,-104.94
3110,Grays Harbor County, Washington,47.0,-123.7
3111,Island County, Washington,48.2,-122.58
3112,Pierce County, Washington,47.07,-122.13
3113,Wahkiakum County, Washington,46.33,-123.49
3114,Franklin County, Washington,40.02,-82.99
3115,Walla Walla County, Washington,46.24,-118.59
3116,Grant County, Washington,47.2,-119.37
3117,Whatcom County, Washington,48.88,-121.97
3118,Snohomish County, Washington,48.03,-121.83
3119,Campbell County, Wyoming,37.22,-79.11
3120,Lincoln County, Wyoming,35.46,-81.21
3121,Johnson County, Wyoming,38.85,-94.85
3122,Natrona County, Wyoming,42.83,-106.91
3123,Laramie County, Wyoming,41.43,-104.85
3124,Converse County, Wyoming,43.05,-105.41
3125,Niobrara County, Wyoming,43.02,-104.47
3126,Teton County, Wyoming,43.85,-110.63
3127,Sweetwater County, Wyoming,41.85,-109.19
3128,Platte County, Wyoming,39.35,-94.77
3129,Sheridan County, Wyoming,44.79,-106.93
3130,Big Horn County, Wyoming,44.6,-108.09
3131,Crook County, Wyoming,44.1,-120.1
3132,Park County, Wyoming,39.09,-105.59
3133,Albany County, Wyoming,42.58,-73.94
3134,Carbon County, Wyoming,40.9,-75.67
3135,Goshen County, Wyoming,42.03,-104.38
3136,Uinta County, Wyoming,41.21,-110.62
3137,Washakie County, Wyoming,43.83,-107.7
3138,Hot Springs County, Wyoming,43.66,-108.33
3139,Fremont County, Wyoming,38.53,-105.5
3140,Sublette County, Wyoming,42.81,-109.76
3141,Weston County, Wyoming,43.93,-104.47
3142,Rock County, Wisconsin,42.63,-89.02
3143,Taylor County, Wisconsin,32.25,-99.81
3144,Waushara County, Wisconsin,44.13,-89.21
3145,Adams County, Wisconsin,39.84,-104.19
3146,Bayfield County, Wisconsin,46.67,-91.12
3147,Lafayette County, Wisconsin,39.0,-93.99
3148,Monroe County, Wisconsin,43.28,-77.75
3149,Pierce County, Wisconsin,47.07,-122.13
3150,Wood County, Wisconsin,44.47,-90.07
3151,Ashland County, Wisconsin,40.94,-82.3
3152,Calumet County, Wisconsin,44.16,-88.25
3153,Florence County, Wisconsin,33.98,-79.65
3154,Jefferson County, Wisconsin,39.58,-105.27
3155,Kenosha County, Wisconsin,42.57,-87.66
3156,Iron County, Wisconsin,37.79,-113.19
3157,Clark County, Wisconsin,36.08,-115.09
3158,St. Croix County, Wisconsin,45.05,-92.39
3159,Oconto County, Wisconsin,44.83,-88.01
3160,Lincoln County, Wisconsin,35.46,-81.21
3161,Waupaca County, Wisconsin,44.47,-89.02
3162,Barron County, Wisconsin,45.36,-91.78
3163,Sawyer County, Wisconsin,45.82,-91.17
3164,Green Lake County, Wisconsin,43.86,-89.02
3165,Price County, Wisconsin,45.75,-90.46
3166,Marquette County, Wisconsin,43.87,-89.32
3167,Marinette County, Wisconsin,45.36,-88.06
3168,Milwaukee County, Wisconsin,43.04,-87.91
3169,Racine County, Wisconsin,42.76,-87.62
3170,Winnebago County, Wisconsin,44.01,-88.71
3171,Dunn County, Wisconsin,44.91,-91.91
3172,Forest County, Wisconsin,45.67,-88.84
3173,Green County, Wisconsin,42.63,-89.63
3174,Grant County, Wisconsin,47.2,-119.37
3175,Rusk County, Wisconsin,45.52,-91.16
3176,Shawano County, Wisconsin,44.77,-88.71
3177,Sheboygan County, Wisconsin,43.69,-87.62
3178,Langlade County, Wisconsin,45.22,-89.01
3179,Menominee County, Wisconsin,45.5,-87.57
3180,Outagamie County, Wisconsin,44.46,-88.4
3181,Vernon County, Wisconsin,43.56,-90.83
3182,Buffalo County, Wisconsin,44.31,-91.75
3183,Columbia County, Wisconsin,33.51,-82.26
3184,Kewaunee County, Wisconsin,44.52,-87.38
3185,La Crosse County, Wisconsin,43.86,-91.14
3186,Brown County, Wisconsin,44.46,-87.93
3187,Eau Claire County, Wisconsin,44.77,-91.29
3188,Marathon County, Wisconsin,44.85,-89.85
3189,Oneida County, Wisconsin,43.24,-75.43
3190,Polk County, Wisconsin,27.86,-81.69
3191,Trempealeau County, Wisconsin,44.24,-91.37
3192,Washburn County, Wisconsin,45.97,-91.81
3193,Waukesha County, Wisconsin,43.01,-88.32
3194,Dodge County, Wisconsin,43.4,-88.71
3195,Walworth County, Wisconsin,42.62,-88.56
3196,Vilas County, Wisconsin,45.98,-89.46
3197,Crawford County, Wisconsin,41.67,-80.28
3198,Juneau County, Wisconsin,43.87,-90.07
3199,Manitowoc County, Wisconsin,44.14,-87.46
3200,Sauk County, Wisconsin,43.41,-89.93
3201,Washington County, Wisconsin,45.55,-123.14
3202,Burnett County, Wisconsin,45.81,-92.29
3203,Chippewa County, Wisconsin,45.07,-91.29
3204,Dane County, Wisconsin,43.02,-89.55
3205,Door County, Wisconsin,44.83,-87.38
3206,Douglas County, Wisconsin,39.26,-104.94
3207,Fond du Lac County, Wisconsin,43.7,-88.25
3208,Jackson County, Wisconsin,38.99,-94.32
3209,Iowa County, Wisconsin,42.94,-90.07
3210,Pepin County, Wisconsin,44.65,-92.03
3211,Ozaukee County, Wisconsin,43.38,-87.62
3212,Portage County, Wisconsin,41.19,-81.25
3213,Richland County, Wisconsin,34.04,-80.94
